CountyName	DwellingTypeDescr	Year_of_Construction	TypeofRating	EnergyRating	BerRating	GroundFloorArea(sq m)	UValueWall	UValueRoof	UValueFloor	UValueWindow	UvalueDoor	WallArea	RoofArea	FloorArea	WindowArea	DoorArea	NoStoreys	CO2Rating	MainSpaceHeatingFuel	MainWaterHeatingFuel	HSMainSystemEfficiency	MultiDwellingMPRN	TGDLEdition	MPCDERValue	HSEffAdjFactor	HSSupplHeatFraction	HSSupplSystemEff	WHMainSystemEff	WHEffAdjFactor	SupplSHFuel	SupplWHFuel	SHRenewableResources	WHRenewableResources	NoOfChimneys	NoOfOpenFlues	NoOfFansAndVents	NoOfFluelessGasFires	DraftLobby	VentilationMethod	FanPowerManuDeclaredValue	HeatExchangerEff	StructureType	SuspendedWoodenFloor	PercentageDraughtStripped	NoOfSidesSheltered	PermeabilityTest	PermeabilityTestResult	TempAdjustment	HeatSystemControlCat	HeatSystemResponseCat	NoCentralHeatingPumps	CHBoilerThermostatControlled	NoOilBoilerHeatingPumps	OBBoilerThermostatControlled	OBPumpInsideDwelling	NoGasBoilerHeatingPumps	WarmAirHeatingSystem	UndergroundHeating	GroundFloorUValue	DistributionLosses	StorageLosses	ManuLossFactorAvail	SolarHotWaterHeating	ElecImmersionInSummer	CombiBoiler	KeepHotFacility	WaterStorageVolume	DeclaredLossFactor	TempFactorUnadj	TempFactorMultiplier	InsulationType	InsulationThickness	PrimaryCircuitLoss	CombiBoilerAddLoss	ElecConsumpKeepHot	ApertureArea	ZeroLossCollectorEff	CollectorHeatLossCoEff	AnnualSolarRadiation	OvershadingFactor	CylinderStat	SolarStorageVolume	VolumeOfPreHeatStore	CombinedCylinder	ElectricityConsumption	SWHPumpSolarPowered	ChargingBasisHeatConsumed	gsdHSSupplHeatFraction	gsdHSSupplSystemEff	DistLossFactor	CHPUnitHeatFraction	CHPSystemType	CHPElecEff	CHPHeatEff	CHPFuelType	SupplHSFuelTypeID	gsdSHRenewableResources	gsdWHRenewableResources	SolarHeatFraction	DeliveredLightingEnergy	DeliveredEnergyPumpsFans	DeliveredEnergyMainWater	DeliveredEnergyMainSpace	PrimaryEnergyLighting	PrimaryEnergyPumpsFans	PrimaryEnergyMainWater	PrimaryEnergyMainSpace	CO2Lighting	CO2PumpsFans	CO2MainWater	CO2MainSpace	GroundFloorArea	GroundFloorHeight	FirstFloorArea	FirstFloorHeight	SecondFloorArea	SecondFloorHeight	ThirdFloorArea	ThirdFloorHeight	ThermalBridgingFactor	ThermalMassCategory	PredominantRoofTypeArea	PredominantRoofType	LowEnergyLightingPercent	TotalDeliveredEnergy	DeliveredEnergySecondarySpace	DeliveredEnergySupplementaryWater	LivingAreaPercent	CO2SecondarySpace	CO2SupplementaryWater	PrimaryEnergySecondarySpace	PrimaryEnergySupplementaryWater	HESSchemeUpgrade	RoomInRoofArea	PurposeOfRating	DateOfAssessment	FirstEnergyTypeId	FirstEnergyType_Description	FirstEnerProdComment	FirstEnerProdDelivered	FirstPartLTotalContribution	FirstEnerProdConvFactor	FirstEnerProdCO2EmissionFactor	FirstEnerConsumedComment	FirstEnerConsumedDelivered	FirstEnerConsumedConvFactor	FirstEnerConsumedCO2EmissionFactor	SecondEnergyTypeId	SecondEnergyType_Description	SecondEnerProdComment	SecondEnerProdDelivered	SecondPartLTotalContribution	SecondEnerProdConvFactor	SecondEnerProdCO2EmissionFactor	SecondEnerConsumedComment	SecondEnerConsumedDelivered	SecondEnerConsumedConvFactor	SecondEnerConsumedCO2EmissionFactor	ThirdEnergyTypeId	ThirdEnergyType_Description	ThirdEnerProdComment	ThirdEnerProdDelivered	ThirdPartLTotalContribution	ThirdEnerProdConvFactor	ThirdEnerProdCO2EmissionFactor	ThirdEnerConsumedComment	ThirdEnerConsumedDelivered	ThirdEnerConsumedConvFactor	ThirdEnerConsumedCO2EmissionFactor	FirstBoilerFuelType	FirstHeatGenPlantEff	FirstPercentageHeat	SecondBoilerFuelType	SecondHeatGenPlantEff	SecondPercentageHeat	ThirdBoilerFuelType	ThirdHeatGenPlantEff	ThirdPercentageHeat	SolarSpaceHeatingSystem	TotalPrimaryEnergyFact	TotalCO2Emissions	FirstWallType_Description	FirstWallDescription	FirstWallArea	FirstWallUValue	FirstWallIsSemiExposed	FirstWallAgeBandId	FirstWallTypeId	SecondWallType_Description	SecondWallDescription	SecondWallArea	SecondWallUValue	SecondWallIsSemiExposed	SecondWallAgeBandId	SecondWallTypeId	ThirdWallType_Description	ThirdWallDescription	ThirdWallArea	ThirdWallUValue	ThirdWallIsSemiExposed	ThirdWallAgeBandId	ThirdWallTypeId	SA_Code	prob_smarea_error_0corr	prob_smarea_error_100corr	RER	RenewEPnren	RenewEPren	CPC	EPC
Co. Mayo	Semi-detached house	1980	Existing       	C2	184.43	84.16	0.33	0.15	0.64	2.7	3.0	98.39	50.48	47.94	8.78	3.62	2	47.86	Heating Oil                   	Heating Oil                   	94.1	NO	0	42.28	1.0	0.1	30.0	94.1	1.0	15	1	2	2	1	1	5	0	YES	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	298.963	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													429.938	230.0	3131.809	7064.755	1040.45	556.6	3444.99	7771.23	225.288	120.52	851.852	1921.613	47.94	2.52	36.22	2.6	0.0	0.0	0.0	0.0	0.15	Medium-high         	37.4	Pitch Roof-Insul.on Ceiling   	100.0		2462.2		17.1578	908.552		2708.42	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - EPS Board 50mm p	72.06	0.32	No	6	5	Timber Frame	Knee Wall 1st Floor Cellouse F	26.33	0.37	Yes	6.0	8.0								157031003	7.2453471e-05	0.0025					
Co. Tipperary	Detached house	2005	Existing       	C3	217.96	137.24	0.37	0.4	0.37	2.2	3.0	149.27	68.62	68.62	21.18	1.89	2	53.03	Heating Oil                   	Heating Oil                   	76.0	NO	0	47.24	0.95	0.1	30.0	76.0	0.95	1	1	2	2	1	0	3	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	1	NO	0.0	0.6	1	1	1	NO 	1	NO 	NO 	0	NO 	NO 	0	409.363	YES	NO 	NO 	NO 	None                          	None                          	110	0.0	0.6	1.17	None                          	0	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													1287.624	299.0	11164.636	12537.782	3116.05	723.58	12281.1	13791.56	674.715	156.676	3036.781	3410.277	68.62	2.47	68.62	2.69	0.0	0.0	0.0	0.0	0.15	Medium              	68.62	Pitch Roof-Insul.on Ceiling   	0.0				45.1763			0.0	0.0	0	0.0	Sale	Mar 14 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Cavity		149.27	0.37	No	10	4															217156007	0.088309239472	0.088309239472					
Co. Mayo	Semi-detached house	1980	Existing       	C1	153.12	94.23	0.33	0.14	0.64	1.73	3.0	99.95	58.29	58.01	9.95	3.62	2	38.32	Heating Oil                   	Heating Oil                   	94.1	NO	0	36.29	1.0	0.1	76.8	94.1	1.0	15	1	2	2	0	2	5	0	YES	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	321.225	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													480.14	230.0	3302.127	7263.773	1161.94	556.6	3632.34	7990.15	251.593	120.52	898.179	1975.746	58.01	2.52	36.22	2.55	0.0	0.0	0.0	0.0	0.15	Medium-high         	45.31	Pitch Roof-Insul.on Ceiling   	100.0		988.891		15.3242	364.901		1087.78	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - EPS Board 50mm p	73.62	0.32	No	6	5	Timber Frame	Knee Wall 1st Floor Cellouse F	26.33	0.37	Yes	6.0	8.0								157031003	5.5623e-07	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	C2	178.0	84.76	0.33	0.15	0.64	2.7	3.0	81.73	50.15	47.86	8.72	3.62	2	46.13	Heating Oil                   	Heating Oil                   	94.1	NO	0	40.28	1.0	0.1	30.0	94.1	1.0	15	1	2	2	1	1	5	0	YES	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	300.292	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													434.298	230.0	3142.091	6757.445	1051.0	556.6	3456.3	7433.19	227.572	120.52	854.649	1838.025	47.86	2.52	36.9	2.53	0.0	0.0	0.0	0.0	0.15	Medium-high         	33.58	Pitch Roof-Insul.on Ceiling   	100.0		2355.1		16.7296	869.032		2590.61	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - EPS Board 50mm p	61.59	0.32	No	6	5	Timber Frame	Knee Wall 1st Floor Cellouse F	20.14	0.37	Yes	6.0	8.0								157031003	3.1330974e-05	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	C1	167.95	88.41	0.34	0.14	0.57	2.7	0.0	79.46	52.47	52.19	16.05	0.0	2	43.52	Heating Oil                   	Heating Oil                   	94.1	NO	0	40.42	1.0	0.1	30.0	94.1	1.0	15	1	2	2	1	1	5	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	308.432	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													402.55	230.0	3204.255	6601.627	974.17	556.6	3524.68	7261.79	210.936	120.52	871.557	1795.643	52.19	2.52	36.22	2.55	0.0	0.0	0.0	0.0	0.15	Medium-high         	39.49	Pitch Roof-Insul.on Ceiling   	100.0		2300.791		16.333	848.992		2530.87	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - EPS Board 50mm p	53.13	0.32	No	6	5	Timber Frame	Knee Wall 1st Floor Cellouse F	26.33	0.37	Yes	6.0	8.0								157031003	3.1330974e-05	0.0025					
Co. Mayo	Semi-detached house	1980	Existing       	C1	152.13	86.25	0.34	0.15	0.57	1.77	3.0	85.11	50.31	50.03	8.88	3.62	2	38.0	Heating Oil                   	Heating Oil                   	92.4	NO	0	36.2	1.0	0.1	76.8	92.4	1.0	15	1	2	2	0	2	5	0	YES	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	303.614	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	0.9	Factory Insulated             	20	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													441.86	230.0	3225.818	6372.673	1069.3	556.6	3548.4	7009.94	231.535	120.52	877.422	1733.367	50.03	2.52	36.22	2.55	0.0	0.0	0.0	0.0	0.15	Medium-high         	37.33	Pitch Roof-Insul.on Ceiling   	100.0		851.9		16.742	314.351		937.09	0.0	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Cavity Wall - EPS Board 50mm p	58.78	0.32	No	6	5	Timber Frame	Knee Wall 1st Floor Cellouse F	26.33	0.37	Yes	6.0	8.0								157031003	3.1330974e-05	0.0025					
Co. Cork	Mid-terrace house	1990	Existing       	C1	172.05	63.2	0.3	0.13	0.48	2.6	2.4	41.34	63.2	63.2	5.09	5.63	1	34.29	Mains Gas                     	Mains Gas                     	91.0	NO	0	33.2	1.0	0.1	83.2	91.0	1.0	15	1	2	2	0	1	2	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	3	NO	0.0	0.0	3	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	250.782	YES	NO 	NO 	NO 	None                          	None                          	117	0.0	0.6	0.9	Factory Insulated             	35	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													680.252	175.0	2823.173	4612.7	1646.21	423.5	3105.49	5073.97	356.452	91.7	573.104	936.378	63.2	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.15	High                	63.2	Pitch Roof-Insul.on Ceiling   	0.0		567.5		19.6203	209.408		624.25	0.0	0	0.0	Grant Support	Aug 29 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	SW Facing GF Rear (75mm new be	19.09	0.3	No	7	5	300mm Filled Cavity	NE Facing GF Front (75mm new b	16.56	0.3	No	7.0	5.0	300mm Filled Cavity	SE Facing GF Rear/Side/front (	4.51	0.3	No	7.0	5.0	47271008	4.018979e-06	0.0025					
Co. Kilkenny	Mid-terrace house	1945	Existing       	C3	201.81	68.56	1.27	0.13	0.72	1.24	1.33	42.21	40.26	40.26	6.94	3.8	2	39.91	Mains Gas                     	Mains Gas                     	90.1	NO	0	29.02	0.95	0.1	74.0	90.1	0.95	15	1	2	2	0	2	6	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	3	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	263.326	YES	NO 	NO 	NO 	None                          	None                          	95	0.0	0.6	0.9	Loose Jacket                  	20	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													352.5	175.0	3981.027	6583.109	853.05	423.5	4379.13	7241.42	184.71	91.7	808.148	1336.371	40.26	2.4	28.3	2.65	0.0	0.0	0.0	0.0	0.15	Medium-high         	40.26	Pitch Roof-Insul.on Ceiling   	100.0		853.727		21.8349	315.025		939.1	0.0	0	0.0	Grant Support	Nov 11 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													325mm Solid Brick	front	17.93	1.64	No	3	3	325mm Solid Brick	rear	12.61	1.64	No	3.0	3.0	300mm Cavity	side 1 ext	6.69	0.31	No	6.0	4.0	97061014	4.4491284e-05	0.0025					
Co. Kilkenny	Mid-terrace house	1945	Existing       	C2	189.89	68.56	1.22	0.13	0.72	1.24	1.33	42.77	40.26	40.26	6.94	3.86	2	37.73	Mains Gas                     	Mains Gas                     	90.1	NO	0	27.68	0.95	0.1	74.0	90.1	0.95	15	1	2	2	0	1	6	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	3	1	1	YES	0	NO 	NO 	1	NO 	NO 	0	263.326	YES	NO 	NO 	NO 	None                          	None                          	95	0.0	0.6	0.9	Factory Insulated             	25	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													352.5	175.0	3160.636	6651.609	853.05	423.5	3476.7	7316.77	184.71	91.7	641.609	1350.277	40.26	2.4	28.3	2.65	0.0	0.0	0.0	0.0	0.15	Medium-high         	40.26	Pitch Roof-Insul.on Ceiling   	100.0		862.591		21.7911	318.296		948.85	0.0	0	0.0	Grant Support	Nov 11 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													325mm Solid Brick	front	17.91	1.64	No	3	3	325mm Solid Brick	rear	11.24	1.64	No	3.0	3.0	300mm Cavity	side 1 ext	7.39	0.31	No	6.0	4.0	97061014	4.4491284e-05	0.0025					
Co. Mayo	Detached house	2008	Provisional    	B3	131.03	122.24	0.26	0.16	0.24	1.9	3.0	137.34	62.4	59.84	33.31	1.89	2	33.71	Heating Oil                   	Heating Oil                   	94.4	NO	1	40.02	1.0	0.1	30.0	94.4	1.0	6	1	2	2	1	0	5	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	379.873	YES	NO 	NO 	NO 	None                          	None                          	110	0.0	0.6	0.9	Factory Insulated             	40	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													545.678	230.0	3453.791	6951.927	1320.54	556.6	3799.17	7647.12	285.935	120.52	939.431	1890.924	59.84	2.5	62.4	2.75	0.0	0.0	0.0	0.0	0.15	Medium-high         	62.4	Flat Roof                     	100.0		2448.318		18.7827	883.843		2693.15	0.0	0	0.0	Sale	Nov 15 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													Timber Frame	100mm block,50mm cavity, 150mm	137.34	0.26	No	0	8																						
Dublin 8	Mid-terrace house	1840	Existing       	G 	514.92	132.8	2.1	2.3	0.44	5.61	3.0	76.05	54.3	54.3	14.45	3.7	3	111.5	Electricity                   	Electricity                   	100.0	NO	0	57.58	1.0	0.0	0.0	100.0	1.0	1	1	2	2	0	0	0	0	NO	Natural vent.	0	0	Masonry                       	Yes (Sealed)                  	100	3	NO	0.0	0.3	3	4	0	NO 	0	NO 	NO 	0	NO 	NO 	0	400.806	YES	NO 	NO 	NO 	None                          	None                          	120	0.0	0.6	1.0	Factory Insulated             	50	Electric immersion heater     	0	0						NO 			NO 		NO 	NO 													637.901	0.0	3572.803	28560.75	1543.72	0.0	7431.43	59406.36	334.26	0.0	1461.276	11681.347	54.3	3.26	54.3	3.55	24.2	2.3	0.0	0.0	0.15	Medium              	54.3	Pitch Roof-Insul.on Ceiling   	100.0				13.3283			0.0	0.0	0	0.0	Private Letting	Nov 11 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													Stone	External walls	76.05	2.1	No	1	1															268162008	5.5623e-07	0.0025					
Co. Dublin	Ground-floor apartment	2004	Existing       	C2	176.22	64.35	0.55	0.36	0.29	2.0	3.0	14.95	11.95	64.35	7.8	1.91	1	33.82	Mains Gas                     	Mains Gas                     	79.6	NO	0	34.53	0.95	0.1	100.0	79.6	0.95	28	1	2	2	0	1	3	0	YES	Natural vent.	0	0	Masonry                       	No                            	100	3	NO	0.0	0.6	1	1	1	NO 	0	NO 	NO 	1	NO 	NO 	0	253.44	YES	NO 	NO 	NO 	None                          	None                          	96	0.0	0.6	0.9	Loose Jacket                  	50	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													561.591	214.0	4329.7	3597.364	1359.05	517.88	4762.67	3957.1	294.274	112.136	878.929	730.265	64.35	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.15	Medium-low          	9.64	Flat Roof                     	19.0		357.212		32.4009	146.1		743.0	0.0	0	0.0	Sale	Nov 15 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0														Brickwork External with Drylin	8.35	0.55	No	9	11		Brickwork External with Drylin	6.6	0.55	No	9.0	11.0								267132008	0.000692924881	0.012347093849					
Co. Mayo	Detached house	2008	Provisional    	B3	135.97	122.24	0.26	0.16	0.24	1.9	3.0	137.34	62.4	59.84	33.31	1.89	2	35.04	Heating Oil                   	Heating Oil                   	94.4	NO	1	40.02	1.0	0.1	30.0	94.4	1.0	6	1	2	2	1	0	5	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.0	2	1	1	YES	1	YES	NO 	0	NO 	NO 	0	379.873	YES	NO 	NO 	NO 	None                          	None                          	110	0.0	0.6	0.9	Factory Insulated             	40	Boiler with insulated primary 	0	0						NO 			NO 		NO 	NO 													545.678	230.0	3453.791	7359.218	1320.54	556.6	3799.17	8095.14	285.935	120.52	939.431	2001.707	59.84	2.5	62.4	2.75	0.0	0.0	0.0	0.0	0.15	Medium-high         	62.4	Flat Roof                     	100.0		2590.927		18.7827	935.325		2850.02	0.0	0	0.0	Sale	Nov 15 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													Timber Frame	100mm block,50mm cavity, 150mm	137.34	0.26	No	0	8																						
Co. Kerry	Semi-detached house	2004	Existing       	C3	210.31	123.39	0.55	0.36	0.41	2.7	3.0	98.2	62.88	62.88	18.84	3.7	2	48.08	Heating Oil                   	Heating Oil                   	85.5	NO	0	42.0	0.95	0.1	60.0	85.5	0.95	11	1	2	2	1	1	1	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.6	1	1	1	NO 	1	NO 	NO 	0	NO 	NO 	0	382.199	YES	NO 	NO 	NO 	None                          	None                          	84	0.0	0.6	1.17	None                          	0	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													1160.231	299.0	8802.118	10057.8	2807.76	723.58	9682.33	11063.58	607.961	156.676	2394.176	2735.722	62.88	2.45	60.51	2.68	0.0	0.0	0.0	0.0	0.15	Medium              	62.88	Pitch Roof-Insul.on Ceiling   	0.0		1521.245		14.6446	38.031		1673.37	0.0	0	0.0	Sale	Nov 15 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Cavity		98.2	0.55	No	9	4															77138003	0.00017816217	0.0025					
Co. Cork	Mid-terrace house	1975	Existing       	D1	252.89	80.55	0.29	0.13	0.62	1.45	1.84	57.3	40.72	40.72	11.22	2.88	2	76.26	Solid Multi-Fuel              	Solid Multi-Fuel              	55.0	NO	0	72.16	1.0	0.1	100.0	55.0	1.0	28	28	2	2	0	1	4	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	3	NO	0.0	0.6	1	2	1	NO 	0	NO 	NO 	0	NO 	NO 	0	290.905	YES	NO 	NO 	YES	None                          	None                          	93	0.0	0.6	1.3	Loose Jacket                  	30	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													652.649	169.0	5175.236	8066.782	1579.41	408.98	5692.76	8873.46	341.988	88.556	1909.662	2976.643	39.83	2.4	40.72	2.61	0.0	0.0	0.0	0.0	0.15	Medium              	40.72	Pitch Roof-Insul.on Ceiling   	31.0	15898.229	579.615	1254.947	13.3457	237.063	513.273	1205.6	2610.29	0	0.0	Grant Support	Sep 10 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	Wall	57.3	0.29	No	5	5															47228003	0.001049684724	0.017443147236					
Co. Roscommon	Semi-detached house	1999	Existing       	E1	324.02	53.95	0.28	0.13	0.44	1.7	3.0	53.1	53.95	53.95	8.68	1.76	1	98.1	Manufactured Smokeless Fuel   	Manufactured Smokeless Fuel   	65.0	NO	0	94.15	1.0	0.0	0.0	65.0	1.0	1	28	2	2	0	1	4	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.6	1	3	1	NO 	0	NO 	NO 	0	NO 	NO 	0	228.685	YES	NO 	NO 	YES	None                          	None                          	109	0.0	0.6	1.0	Loose Jacket                  	25	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													476.868	169.0	3327.308	8077.442	1154.02	408.98	3992.77	9692.93	249.879	88.556	1304.305	3166.357	53.95	2.45	0.0	0.0	0.0	0.0	0.0	0.0	0.15	Medium              	53.95	Pitch Roof-Insul.on Ceiling   	10.0			1073.202	48.9342		438.94	0.0	2232.26	0	0.0	Grant Support	Nov  8 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	340mm Gable wall 40 mm aeroboa	19.48	0.28	No	8	5	300mm Filled Cavity	Back wall 330mm wall 40 mm aer	17.37	0.28	No	8.0	5.0	300mm Filled Cavity	Front wall 340mm wall 50 mm ae	16.25	0.28	No	8.0	5.0	197022011	5.5623e-07	0.0025					
Co. Mayo	Semi-detached house	1995	Existing       	F 	381.53	79.44	0.3	0.13	0.44	3.1	3.03	89.73	39.72	39.72	9.36	5.65	2	120.29	Solid Multi-Fuel              	Solid Multi-Fuel              	45.0	NO	0	102.01	1.0	0.1	30.0	45.0	1.0	15	28	2	2	1	1	1	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	3	NO	0.0	0.6	1	3	1	NO 	0	NO 	NO 	0	NO 	NO 	0	288.33	YES	NO 	NO 	YES	None                          	None                          	145	0.0	0.6	1.3	Loose Jacket                  	30	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													732.409	169.0	6975.573	13614.155	1772.43	408.98	7673.13	14975.57	383.782	88.556	2573.986	5023.623	39.72	2.41	39.72	2.77	0.0	0.0	0.0	0.0	0.15	Medium-high         	39.717	Pitch Roof-Insul.on Ceiling   	22.0	25202.919	2287.373	1424.409	16.2009	844.041	582.583	2516.11	2962.77	0	0.0	Grant Support	Nov  2 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Filled Cavity	50mm EPS Bonded Bead added	89.734	0.3	No	8	5															157014004	8.228073e-06	0.0025					
Co. Wexford	Detached house	1999	Existing       	C3	216.66	154.58	0.28	0.21	0.4	2.69	0.0	121.84	154.58	154.58	26.45	0.0	1	55.08	Heating Oil                   	Heating Oil                   	85.0	NO	0	50.71	0.95	0.1	30.0	85.0	0.95	15	28	2	2	1	0	4	0	NO	Natural vent.	0	0	Masonry                       	No                            	100	2	NO	0.0	0.6	1	1	1	NO 	1	NO 	NO 	0	NO 	NO 	0	441.76	YES	NO 	NO 	YES	None                          	None                          	98	0.0	0.6	1.3	Loose Jacket                  	40	Boiler with uninsulated primar	0	0						NO 			NO 		NO 	NO 													1171.764	299.0	4435.673	15246.636	2835.67	723.58	4879.24	16771.3	614.004	156.676	1206.503	4147.085	154.58	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.15	Medium-high         	113.24	Pitch Roof-Insul.on Ceiling   	32.0	27282.98	4559.873	1570.034	9.8525	1682.593	642.144	5015.86	3265.67	0	0.0	Other	Nov 15 2013 12:00AM	1	Renewable Thermal		0	0	0.0	0.0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0	1	Renewable Thermal		0	0	0	0		0	0	0													300mm Cavity	Original upgraded with 50ml of	73.43	0.3	No	8	4	300mm Cavity	Extension walls - upgraded wit	45.56	0.24	No	10.0	4.0	300mm Cavity	Window & door adjacent to unhe	2.85	0.484	Yes	8.0	4.0								
